PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
veCQg,6k1/Q1R2rpp/4pp2/7b/3PpB2/6PP/Pr2qP2/5RK1 w - - 5 24,c7f7 e2f1 g1f1 b2b1 f4c1 b1c1 f1g2 h5f3 g2h2 c1h1,1868,76,92,2870,attraction mate mateIn5 middlegame sacrifice veryLong Queen Rook Bishop,https://lichess.org/6DQqZ5Ma#Some(46),,"['attraction', 'mateIn5', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Bishop']",7,"['attraction', 'mateIn5', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Bishop']"
GJNcV,r6r/p3k1p1/1p2p2p/2qb1p2/Q2N4/P1P5/1P4PP/4RR1K b - - 5 21,h8d8 d4f5 e7f7 f5h6,1802,76,93,3311,crushing doubleCheck middlegame pin short Knight,https://lichess.org/OMVzj2pI/black#Some(41),,"['crushing', 'doubleCheck', 'middlegame', 'pin', 'Knight']",5,"['crushing', 'doubleCheck', 'middlegame', 'pin', 'Knight']"
NW7kI,2q3k1/pp2n1pp/2p2rb1/2N1Q3/2PP1n2/8/PP3PPP/4RRK1 w - - 1 23,e5e7 c8g4 e7d8 f6f8,1781,75,94,1078,advantage defensiveMove middlegame short Queen Rook,https://lichess.org/hI6aclD7#Some(44),,"['advantage', 'defensiveMove', 'middlegame', 'Queen', 'Rook']",5,"['advantage', 'defensiveMove', 'middlegame', 'Queen', 'Rook']"
IERY7,4rk2/1Qp2p1p/3p4/1B1n4/8/5q2/P1KB3P/R7 w - - 0 29,b5e8 d5e3 d2e3 f3b7,1862,76,92,1304,advantage discoveredAttack endgame short Knight Queen,https://lichess.org/j8CyjK0w#Some(56),,"['advantage', 'discoveredAttack', 'endgame', 'Knight', 'Queen']",5,"['advantage', 'discoveredAttack', 'endgame', 'Knight', 'Queen']"
PhoeG,r1b1r1k1/pp3nbp/1qpp4/3P1pP1/2P2B1P/2N2P2/PP1QBK2/R6R w - - 2 18,f4e3 e8e3 c3a4 e3e2,1742,75,92,7783,advantage doubleCheck middlegame short Rook,https://lichess.org/toBFCQB6#Some(34),Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation,"['advantage', 'doubleCheck', 'middlegame', 'Rook']",4,"['advantage', 'doubleCheck', 'middlegame', 'Rook']"
wSDu2,8/p7/3kp2p/PP5P/4Kp2/5Bb1/8/8 b - - 5 43,d6c5 b5b6 a7b6 a5a6,1821,77,94,8114,bishopEndgame crushing endgame short Pawn,https://lichess.org/pAEvPsCd/black#Some(85),,"['crushing', 'endgame', 'Pawn']",3,"['crushing', 'endgame', 'Pawn']"
a8Tqm,r3k2r/p1pq2b1/2n1p2p/2p1P1p1/2Np2P1/2P2Q1P/PP1B1P2/R3R1K1 b kq - 2 18,e8c8 c4a5 d7d5 f3d5 d8d5 a5c6,1778,74,95,2586,advantage capturingDefender long middlegame Knight Queen,https://lichess.org/ADODwLnf/black#Some(35),Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation,"['advantage', 'capturingDefender', 'middlegame', 'Knight', 'Queen']",5,"['advantage', 'capturingDefender', 'middlegame', 'Knight', 'Queen']"
HivpO,3rk3/1b1R1p2/pp2p3/4q1r1/P4p1p/1B3P1P/2PQ2PK/3R4 b - - 0 28,g5g2 h2g2 d8d7 d2d7,1745,76,93,3473,crushing hangingPiece middlegame short King Queen,https://lichess.org/Fs3RCAld/black#Some(55),,"['crushing', 'hangingPiece', 'middlegame', 'King', 'Queen']",5,"['crushing', 'hangingPiece', 'middlegame', 'King', 'Queen']"
e93D0,6k1/p1q1rppp/4b3/1Q1R4/6P1/7P/P1r3B1/4R2K b - - 0 34,e6d5 b5e8 e7e8 e1e8,1731,76,95,16156,backRankMate mate mateIn2 middlegame sacrifice short xRayAttack Queen Rook,https://lichess.org/oJcRV4vE/black#Some(67),,"['mateIn2', 'middlegame', 'sacrifice', 'xRayAttack', 'Queen', 'Rook']",6,"['mateIn2', 'middlegame', 'sacrifice', 'xRayAttack', 'Queen', 'Rook']"
c3gOm,rn1q1rk1/pp1b1pp1/2pp1b1p/5N2/4P3/2NB2Q1/PPP2PPP/2KR3R b - - 1 12,f6g5 f2f4 d7f5 f4g5,1815,75,92,1125,advantage defensiveMove middlegame short Pawn,https://lichess.org/XviLyy4j/black#Some(23),Philidor_Defense Philidor_Defense_Exchange_Variation,"['advantage', 'defensiveMove', 'middlegame', 'Pawn']",4,"['advantage', 'defensiveMove', 'middlegame', 'Pawn']"
FkLob,2rq1rk1/pb1nbpp1/1n2p2B/1pp1P3/3P4/P2B1N2/1P1Q1PPP/RN3RK1 b - - 0 15,g7h6 d2h6 f7f5 e5f6,1728,75,84,1487,crushing enPassant opening short Queen Pawn,https://lichess.org/21r2n1uU/black#Some(29),Queens_Pawn_Game Queens_Pawn_Game_Other_variations,"['crushing', 'enPassant', 'opening', 'Queen', 'Pawn']",5,"['crushing', 'enPassant', 'opening', 'Queen', 'Pawn']"
ETxyn,2r5/5p1p/4k1p1/1b2P3/2p2P1P/4K1P1/6B1/2R5 b - - 1 37,b5a4 g2h3 f7f5 e5f6 e6f6 h3c8,1768,75,93,1902,crushing discoveredAttack enPassant endgame exposedKing long skewer Bishop Pawn,https://lichess.org/hmHL5Oot/black#Some(73),,"['crushing', 'discoveredAttack', 'enPassant', 'endgame', 'exposedKing', 'skewer', 'Bishop', 'Pawn']",8,"['crushing', 'discoveredAttack', 'enPassant', 'endgame', 'exposedKing', 'skewer', 'Bishop', 'Pawn']"
7S2rE,r2r2k1/1p2nppp/pq1P4/1p2N3/1P2PQ2/P7/6PP/3b1R1K b - - 1 23,d8d6 f4f7 g8h8 f7f8 a8f8 f1f8 e7g8 e5f7,1774,83,91,8848,fork mate mateIn4 middlegame sacrifice smotheredMate veryLong Queen Rook Knight,https://lichess.org/b8emzGuy/black#Some(45),,"['fork', 'mateIn4', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Knight']",7,"['fork', 'mateIn4', 'middlegame', 'sacrifice', 'Queen', 'Rook', 'Knight']"
N1mfU,1k1r3r/pppqbpp1/3p1n1p/4P1B1/3Q4/2N2P2/PPP2P1P/3R1RK1 b - - 0 13,d6e5 d4d7 d8d7 d1d7 f6d7 g5e7,1821,75,92,1808,capturingDefender crushing long middlegame Queen Rook Bishop,https://lichess.org/chVMHkBX/black#Some(25),Ruy_Lopez Ruy_Lopez_Steinitz_Defense,"['capturingDefender', 'crushing', 'middlegame', 'Queen', 'Rook', 'Bishop']",6,"['capturingDefender', 'crushing', 'middlegame', 'Queen', 'Rook', 'Bishop']"
T4uGm,r3k2r/ppp3p1/2n3p1/3p2p1/3P2qP/P1P1PN2/4QP2/R3K2R w KQkq - 0 18,f3g5 g4g5 h4g5 h8h1 e1d2 h1a1,1765,76,95,5754,advantage long middlegame skewer Queen Rook,https://lichess.org/tgiSObk9#Some(34),Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,"['advantage', 'middlegame', 'skewer', 'Queen', 'Rook']",5,"['advantage', 'middlegame', 'skewer', 'Queen', 'Rook']"
oOLeb,r5k1/p1np2pp/3Np2q/P3N3/1p2Qr2/8/1PP3KP/R1R5 w - - 0 27,e4e3 h6g5 g2h1 f4f1 c1f1 g5e3,1742,77,96,11405,advantage discoveredAttack long middlegame Queen Rook,https://lichess.org/ZjHssuCY#Some(52),,"['advantage', 'discoveredAttack', 'middlegame', 'Queen', 'Rook']",5,"['advantage', 'discoveredAttack', 'middlegame', 'Queen', 'Rook']"
e0j3h,2k2b1r/ppp1p1pp/1q6/1r3p2/4PP2/3P3B/PPPQ3P/2KR2R1 w - - 1 18,d2c3 b6e3 c3d2 e3h3,1811,76,92,11270,advantage fork middlegame short Queen,https://lichess.org/M4cVOzMb#Some(34),Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,"['advantage', 'fork', 'middlegame', 'Queen']",4,"['advantage', 'fork', 'middlegame', 'Queen']"
4bihF,r3k2r/pp2q1bp/2p1bpp1/8/4PB2/1QPB4/PP4PP/4RRK1 w kq - 4 17,d3c4 e7c5 f4e3 c5c4 b3b7 e8g8,1741,80,92,1349,castling crushing defensiveMove long middlegame Queen King,https://lichess.org/mK6FtBcI#Some(32),Pirc_Defense Pirc_Defense_Other_variations,"['castling', 'crushing', 'defensiveMove', 'middlegame', 'Queen', 'King']",6,"['castling', 'crushing', 'defensiveMove', 'middlegame', 'Queen', 'King']"
Z2zb3,6r1/7p/p3R1pk/4P3/1p1bQN1P/1Kp5/P1P5/3q4 w - - 1 38,f4g6 d1b1 b3c4 b1a2 c4d4 a2e6,1794,74,98,1605,crushing deflection endgame exposedKing long skewer Queen,https://lichess.org/p5Ftl6r6#Some(74),,"['crushing', 'deflection', 'endgame', 'exposedKing', 'skewer', 'Queen']",6,"['crushing', 'deflection', 'endgame', 'exposedKing', 'skewer', 'Queen']"
HzgpA,5r1k/p3pp1P/2pp1n1Q/6P1/4P3/2PBqP2/b1KR4/1r5R b - - 2 28,b1h1 h6f8 h8h7 e4e5,1744,75,95,7370,crushing discoveredAttack kingsideAttack middlegame short Queen Pawn,https://lichess.org/nJXyzbVQ/black#Some(55),,"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'Queen', 'Pawn']",6,"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'Queen', 'Pawn']"
gVOWZ,R4bk1/7p/2rn1pp1/p3p3/p7/4B3/1P1N1PPP/1K6 b - - 1 27,d6c4 d2c4 c6c4 e3h6,1804,74,95,7792,advantage endgame pin short Knight Bishop,https://lichess.org/8Gko4nTI/black#Some(53),,"['advantage', 'endgame', 'pin', 'Knight', 'Bishop']",5,"['advantage', 'endgame', 'pin', 'Knight', 'Bishop']"
JhHDT,r4rk1/2p5/3p2qp/2pP1b2/p1PbNR2/P6P/1PB1Q3/5R1K b - - 0 30,f5e4 c2e4 g6g7 f4g4 f8f1 e2f1 g7g4 h3g4,1774,74,97,1779,crushing middlegame pin veryLong Bishop Rook Queen Pawn,https://lichess.org/H8nvfvCz/black#Some(59),,"['crushing', 'middlegame', 'pin', 'Bishop', 'Rook', 'Queen', 'Pawn']",7,"['crushing', 'middlegame', 'pin', 'Bishop', 'Rook', 'Queen', 'Pawn']"
lijNh,1k6/8/P2P1Kp1/2n5/6p1/6P1/8/8 b - - 10 66,c5a6 d6d7 b8c7 f6e7 a6b4 d7d8q,1733,76,92,1674,advancedPawn crushing endgame knightEndgame long promotion Pawn King,https://lichess.org/knMefw2v/black#Some(131),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn', 'King']",6,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn', 'King']"
rhq2n,6rk/p1p2pr1/2q2p1p/2b2Q2/1P1p3N/P2P4/2P2PPP/1R3RK1 w - - 0 23,f5c5 g7g2 g1h1 g2g1,1760,77,95,13878,doubleCheck kingsideAttack mate mateIn2 middlegame short Rook,https://lichess.org/KUtq2W06#Some(44),,"['doubleCheck', 'kingsideAttack', 'mateIn2', 'middlegame', 'Rook']",5,"['doubleCheck', 'kingsideAttack', 'mateIn2', 'middlegame', 'Rook']"
9sfir,1Q6/5p2/p4qp1/3R3p/1pr5/4kPKP/6P1/8 b - - 9 53,e3e2 b8e8 f6e6 d5e5 e6e5 e8e5,1873,76,92,1390,advantage endgame fork long xRayAttack Queen Rook,https://lichess.org/38KKaKoZ/black#Some(105),,"['advantage', 'endgame', 'fork', 'xRayAttack', 'Queen', 'Rook']",6,"['advantage', 'endgame', 'fork', 'xRayAttack', 'Queen', 'Rook']"
N0jgH,5r2/8/3k2P1/7K/8/4p3/4R3/8 b - - 1 50,f8e8 g6g7 d6d5 e2e3 e8e3 g7g8q,1766,79,95,14795,advancedPawn crushing deflection endgame long promotion rookEndgame Pawn Rook,https://lichess.org/D4DNjMvI/black#Some(99),,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'promotion', 'Pawn', 'Rook']",7,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'promotion', 'Pawn', 'Rook']"
F3NF8,6r1/p7/4k2p/3pb3/4q1P1/7Q/PP3PP1/3R2K1 b - - 3 29,g8g4 f2f3 e4e3 g1h1,1802,75,91,1270,crushing endgame fork pin short Pawn King,https://lichess.org/rmPYcf40/black#Some(57),,"['crushing', 'endgame', 'fork', 'pin', 'Pawn', 'King']",6,"['crushing', 'endgame', 'fork', 'pin', 'Pawn', 'King']"
fFJSU,r2q1rk1/4nppp/1pn5/p2pP3/2pP1PPP/2P1BN2/P1Q5/2KR3R b - - 0 16,b6b5 f3g5 f7f5 e5f6,1727,74,93,1524,crushing enPassant middlegame short Knight Pawn,https://lichess.org/bJvfMfs2/black#Some(31),English_Defense English_Defense_Other_variations,"['crushing', 'enPassant', 'middlegame', 'Knight', 'Pawn']",5,"['crushing', 'enPassant', 'middlegame', 'Knight', 'Pawn']"
41RLF,2krr3/p4ppp/1pp3q1/3p4/3Q4/2PNP3/PP4PP/R3R1K1 w - - 6 22,a1d1 e8e4 d3f4 e4d4 f4g6 d4d1,1724,74,94,1453,advantage long middlegame trappedPiece Rook,https://lichess.org/a4QVcvIc#Some(42),,"['advantage', 'middlegame', 'trappedPiece', 'Rook']",4,"['advantage', 'middlegame', 'trappedPiece', 'Rook']"
1LJBS,4rr2/pp4kp/6p1/3n4/3p4/3PPNqP/PP1Q2P1/2R1R1K1 w - - 3 26,e3d4 e8e1 d2e1 f8f3 e1g3 f3g3,1762,75,93,2518,advantage kingsideAttack long middlegame pin Rook,https://lichess.org/P5chJXvL#Some(50),,"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'Rook']",5,"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'Rook']"
9vZ2z,3r2k1/1p3p2/2p3R1/p7/P2r4/3p2QK/1P1q4/8 b - - 0 42,g8f8 g6g8 f8e7 g3e5 e7d7 e5d4,1753,76,95,8275,crushing endgame interference long Rook Queen,https://lichess.org/1CZlEsaj/black#Some(83),,"['crushing', 'endgame', 'interference', 'Rook', 'Queen']",5,"['crushing', 'endgame', 'interference', 'Rook', 'Queen']"
eFa9x,k2r4/Bp2b1p1/p2p2q1/3Pp3/N3P1p1/7r/PP2NQ2/2R3K1 b - - 7 30,d8h8 a4b6 a8a7 b6c8 a7a8 f2a7,1724,77,95,14825,doubleCheck fork long mate mateIn3 middlegame sacrifice Knight Queen,https://lichess.org/znNNcGP4/black#Some(59),,"['doubleCheck', 'fork', 'mateIn3', 'middlegame', 'sacrifice', 'Knight', 'Queen']",7,"['doubleCheck', 'fork', 'mateIn3', 'middlegame', 'sacrifice', 'Knight', 'Queen']"
HJtoF,rnb3k1/ppp2ppp/8/2PNr2q/8/P3P3/1P1QB1PP/R2K3R b - - 2 16,c8g4 d5e7 e5e7 d2d8 e7e8 d8e8,1866,77,95,14061,clearance fork long mate mateIn3 middlegame sacrifice Knight Queen,https://lichess.org/Cuu0N9ex/black#Some(31),French_Defense French_Defense_Knight_Variation,"['clearance', 'fork', 'mateIn3', 'middlegame', 'sacrifice', 'Knight', 'Queen']",7,"['clearance', 'fork', 'mateIn3', 'middlegame', 'sacrifice', 'Knight', 'Queen']"
mcTNk,k1r1r3/1b1n1p2/p2p4/3PqP2/P1pQP3/2R5/2B1N1PP/1R4K1 w - - 11 35,c3c4 e5d4 c4d4 c8c2,1759,75,96,10978,advantage middlegame short skewer Queen Rook,https://lichess.org/JGlN87HC#Some(68),,"['advantage', 'middlegame', 'skewer', 'Queen', 'Rook']",5,"['advantage', 'middlegame', 'skewer', 'Queen', 'Rook']"
QyvZH,5R2/p2R4/bp4rk/8/8/2P4r/2P2K2/8 b - - 5 40,h3g3 f8h8 h6g5 f2g3,1738,75,92,1785,crushing endgame interference short Rook King,https://lichess.org/QiXDH5PX/black#Some(79),,"['crushing', 'endgame', 'interference', 'Rook', 'King']",5,"['crushing', 'endgame', 'interference', 'Rook', 'King']"
JgJTI,8/8/P1Kpkp2/8/2P5/8/1r2p3/4R3 b - - 1 46,f6f5 a6a7 b2a2 e1e2 a2e2 a7a8q,1801,76,92,2033,advancedPawn crushing deflection endgame long promotion rookEndgame Pawn Rook,https://lichess.org/o1Jk2w4Q/black#Some(91),,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'promotion', 'Pawn', 'Rook']",7,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'promotion', 'Pawn', 'Rook']"
YspVT,4r2k/1Q2nqpp/2p5/8/2P5/3n4/PP2R1PP/4R1K1 w - - 2 26,e2e7 f7f2 g1h1 f2e1 e7e1 e8e1,1733,76,95,6383,backRankMate endgame long mate mateIn3 xRayAttack Queen Rook,https://lichess.org/fTRDg6Zm#Some(50),,"['endgame', 'mateIn3', 'xRayAttack', 'Queen', 'Rook']",5,"['endgame', 'mateIn3', 'xRayAttack', 'Queen', 'Rook']"
0WGja,6RQ/4kr2/p1b2p2/1p6/1P1q4/P3p3/6PP/4R1K1 w - - 0 53,h8h3 e3e2 g1h1 d4f2 h3e3 f2e3,1830,76,87,1264,advancedPawn clearance crushing discoveredAttack endgame long Pawn Queen,https://lichess.org/xiO5nO7H#Some(104),,"['advancedPawn', 'clearance', 'crushing', 'discoveredAttack', 'endgame', 'Pawn', 'Queen']",7,"['advancedPawn', 'clearance', 'crushing', 'discoveredAttack', 'endgame', 'Pawn', 'Queen']"
Zgp8P,3r4/pp3kpp/2n2n2/8/5b1P/P4P2/NPP1P3/2KR1BNR w - - 4 21,e2e3 f4e3 d1d2 d8d2,1851,75,92,1541,advantage middlegame queensideAttack short Bishop Rook,https://lichess.org/rkTP4F46#Some(40),,"['advantage', 'middlegame', 'queensideAttack', 'Bishop', 'Rook']",5,"['advantage', 'middlegame', 'queensideAttack', 'Bishop', 'Rook']"
apP4L,r1b2rk1/p4p1p/1qp1pbp1/3p4/3P4/3Q4/PPB1NPPP/R3R1K1 b - - 1 16,b6b2 e1b1 c8a6 b1b2 a6d3 c2d3,1745,75,93,1449,advantage long middlegame trappedPiece Rook Bishop,https://lichess.org/GjKYO8Ne/black#Some(31),Sicilian_Defense Sicilian_Defense_Delayed_Alapin,"['advantage', 'middlegame', 'trappedPiece', 'Rook', 'Bishop']",5,"['advantage', 'middlegame', 'trappedPiece', 'Rook', 'Bishop']"
mj4E9,4rrk1/1p3ppp/p1p3q1/3pP1P1/6QP/8/PPP5/2KRR3 b - - 2 25,e8e6 h4h5 f7f5 e5f6,1855,74,94,10739,crushing enPassant endgame short Pawn,https://lichess.org/MvDyX2LT/black#Some(49),,"['crushing', 'enPassant', 'endgame', 'Pawn']",4,"['crushing', 'enPassant', 'endgame', 'Pawn']"
EXeSI,8/8/2p1k3/p5p1/1pP1Kb2/1P5P/1P3N2/8 w - - 2 46,h3h4 f4g3 f2d3 g5h4,1839,74,94,2245,crushing endgame short Bishop Pawn,https://lichess.org/3biRuR3Z#Some(90),,"['crushing', 'endgame', 'Bishop', 'Pawn']",4,"['crushing', 'endgame', 'Bishop', 'Pawn']"
e0Ocu,5r1r/2p3p1/2p1kP1p/pp1b3P/3P1RP1/P1K5/8/4R3 b - - 0 30,e6f7 e1e7 f7g8 e7g7,1729,76,96,11955,endgame mate mateIn2 short Rook,https://lichess.org/7gLuWOqX/black#Some(59),,"['endgame', 'mateIn2', 'Rook']",3,"['endgame', 'mateIn2', 'Rook']"
yvjQc,6k1/5Rp1/1p5p/1P3P2/P6r/r7/2KR4/8 w - - 4 46,f7b7 a3a2 c2c1 h4h1 d2d1 a2a1,1859,76,91,1285,crushing endgame exposedKing long rookEndgame Rook,https://lichess.org/3ytUIaMX#Some(90),,"['crushing', 'endgame', 'exposedKing', 'Rook']",4,"['crushing', 'endgame', 'exposedKing', 'Rook']"
2J10E,2kr3r/ppp4p/4pp2/1Pbq4/P7/5N1P/2Q3P1/2R2R1K b - - 2 23,c5d6 f1d1 d5c5 c2c5 d6c5 d1d8 h8d8 c1c5,1766,75,95,9275,advantage middlegame queensideAttack veryLong Rook Queen,https://lichess.org/NLCyHA8T/black#Some(45),,"['advantage', 'middlegame', 'queensideAttack', 'Rook', 'Queen']",5,"['advantage', 'middlegame', 'queensideAttack', 'Rook', 'Queen']"
2gFXQ,8/6R1/1p5p/1P2P3/2P1r1Pk/8/8/7K w - - 1 48,g7g6 h4g3 g6f6 e4e1 f6f1 e1f1,1742,73,95,8618,endgame exposedKing long mate mateIn3 rookEndgame King Rook,https://lichess.org/DpMX048R#Some(94),,"['endgame', 'exposedKing', 'mateIn3', 'King', 'Rook']",5,"['endgame', 'exposedKing', 'mateIn3', 'King', 'Rook']"
D6I9S,r3k2r/ppp1nppp/2n1b3/4P1BQ/2q1R3/2N5/PPP2PPP/2KR4 b kq - 0 12,c4a6 e4a4 a6b6 g5e3 b6e3 f2e3,1749,74,97,1209,crushing long middlegame trappedPiece Rook Bishop Pawn,https://lichess.org/NKpyjeVz/black#Some(23),Elephant_Gambit Elephant_Gambit_Other_variations,"['crushing', 'middlegame', 'trappedPiece', 'Rook', 'Bishop', 'Pawn']",6,"['crushing', 'middlegame', 'trappedPiece', 'Rook', 'Bishop', 'Pawn']"
f1Jvc,8/pp6/2pk2p1/5P2/2P1K1P1/8/P7/8 b - - 0 39,g6f5 e4f5 d6e7 f5g6,1759,81,91,30799,crushing defensiveMove endgame pawnEndgame short King,https://lichess.org/4OugXOcX/black#Some(77),,"['crushing', 'defensiveMove', 'endgame', 'King']",4,"['crushing', 'defensiveMove', 'endgame', 'King']"
bJ9xn,r1b2rk1/ppppnppN/2n5/4q3/8/1Q1B4/P4PPP/R1B2RK1 b - - 1 15,e5a1 c1b2 a1f1 g1f1,1746,76,81,1196,advantage middlegame short trappedPiece Bishop King,https://lichess.org/HhTw4alc/black#Some(29),Italian_Game Italian_Game_Evans_Gambit,"['advantage', 'middlegame', 'trappedPiece', 'Bishop', 'King']",5,"['advantage', 'middlegame', 'trappedPiece', 'Bishop', 'King']"
