PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
bxEDv,1r4k1/4bppp/1q6/p2pp3/Q3P3/P1r4P/1P1RBPP1/K2R4 b - - 1 27,e7a3 b2c3 a3b2 a1a2,1764,75,92,4983,advantage hangingPiece middlegame short Pawn King,https://lichess.org/568xF3KS/black#Some(53),,"['advantage', 'hangingPiece', 'middlegame', 'Pawn', 'King']",5,"['advantage', 'hangingPiece', 'middlegame', 'Pawn', 'King']"
ViM5k,3r3k/pp4p1/2p2n1p/1q6/8/2P5/PPB2QPP/5R1K w - - 4 27,b2b3 d8d2 f2f3 d2c2,1785,74,96,3080,crushing endgame interference short Rook,https://lichess.org/y0itgIrm#Some(52),,"['crushing', 'endgame', 'interference', 'Rook']",4,"['crushing', 'endgame', 'interference', 'Rook']"
fENvf,r2q1rk1/ppp3pp/1bnp4/8/4P3/5N1P/PPPQBP2/2K3RR b - - 0 16,b6f2 e2c4 g8h8 d2f2,1681,75,94,4387,advantage discoveredAttack middlegame short Bishop Queen,https://lichess.org/NT26pQtc/black#Some(31),Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Queen']",5,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Queen']"
vLqC5,r3kb1r/5ppp/p1b1p3/1p1q4/4B3/P3QP2/1PP3PP/R1B1K2R b KQkq - 1 14,d5c4 b2b3 c4c5 e3c5 f8c5 e4c6,1717,75,92,2039,capturingDefender crushing long middlegame Pawn Queen Bishop,https://lichess.org/62Y2yWZv/black#Some(27),Sicilian_Defense Sicilian_Defense_Chekhover_Variation,"['capturingDefender', 'crushing', 'middlegame', 'Pawn', 'Queen', 'Bishop']",6,"['capturingDefender', 'crushing', 'middlegame', 'Pawn', 'Queen', 'Bishop']"
bp68y,8/5pkp/4p1p1/1b1pP3/5P1P/RP3BP1/7r/4K3 b - - 0 36,h2h3 e1f2 h3h2 f3g2 h2g2 f2g2,1813,76,93,2970,crushing defensiveMove endgame long King Bishop,https://lichess.org/jAcVyttK/black#Some(71),,"['crushing', 'defensiveMove', 'endgame', 'King', 'Bishop']",5,"['crushing', 'defensiveMove', 'endgame', 'King', 'Bishop']"
rUZOI,8/pp2R1k1/8/3p2P1/3P1K2/5N2/P3brr1/4R3 b - - 6 35,g7g6 e1e2 f2f3 f4f3,1742,75,91,2619,crushing endgame short Rook King,https://lichess.org/SonkB2Sr/black#Some(69),,"['crushing', 'endgame', 'Rook', 'King']",4,"['crushing', 'endgame', 'Rook', 'King']"
fddze,4r3/2pR1pkp/pp1b4/2p5/8/2P1B3/PP3PPP/5K2 w - - 4 21,g2g3 g7f6 e3f4 f6e6 d7c7 d6c7,1804,75,96,1120,crushing endgame long trappedPiece King Bishop,https://lichess.org/fkSR7rj9#Some(40),,"['crushing', 'endgame', 'trappedPiece', 'King', 'Bishop']",5,"['crushing', 'endgame', 'trappedPiece', 'King', 'Bishop']"
UrkHq,2k5/pppr4/4r1p1/BP3p1p/P2PpP1b/2Q1P3/q1R2P2/5KR1 b - - 1 30,a2b1 f1g2 b1g1 g2g1,1823,76,91,1618,crushing defensiveMove middlegame short trappedPiece King,https://lichess.org/qjkRaKmq/black#Some(59),,"['crushing', 'defensiveMove', 'middlegame', 'trappedPiece', 'King']",5,"['crushing', 'defensiveMove', 'middlegame', 'trappedPiece', 'King']"
6HZf4,1q2k3/8/1p2pQp1/3bP1Pp/8/P5P1/1P5K/8 b - - 4 39,d5e4 f6h8 e8e7 h8b8,1766,76,96,12130,crushing endgame short skewer Queen,https://lichess.org/4zQZlDTe/black#Some(77),,"['crushing', 'endgame', 'skewer', 'Queen']",4,"['crushing', 'endgame', 'skewer', 'Queen']"
NA7ro,r3kbnr/ppp2ppp/2b5/3pB1q1/8/1P2P3/P1PP1PPP/RN1QK1NR w KQkq - 1 7,e5c7 g5g2 d1f3 d5d4 f3g2 c6g2 g1e2 g2h1,1699,74,93,2850,advantage opening trappedPiece veryLong Queen Pawn Bishop,https://lichess.org/a5FgdNGO#Some(12),Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation,"['advantage', 'opening', 'trappedPiece', 'Queen', 'Pawn', 'Bishop']",6,"['advantage', 'opening', 'trappedPiece', 'Queen', 'Pawn', 'Bishop']"
a8QRU,1RB5/2r2ppk/5P1p/4p3/4N1n1/2bp4/6PP/6K1 b - - 0 33,g4f6 c8f5 g7g6 e4f6 h7g7 f6e8,1703,76,82,1059,advantage deflection endgame long Bishop Knight,https://lichess.org/UtboaHUe/black#Some(65),,"['advantage', 'deflection', 'endgame', 'Bishop', 'Knight']",5,"['advantage', 'deflection', 'endgame', 'Bishop', 'Knight']"
hVKSE,rn1q1bk1/1b3pp1/p4n1p/1pp1rN2/5B2/P1NB3P/1PP3P1/R2Q1RK1 b - - 1 16,e5e6 f5h6 g7h6 d3h7 g8h7 d1d8,1759,74,93,1757,clearance crushing discoveredAttack kingsideAttack long middlegame sacrifice Knight Bishop Queen,https://lichess.org/mu9TXqsY/black#Some(31),Russian_Game Russian_Game_Three_Knights_Game,"['clearance', 'crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'sacrifice', 'Knight', 'Bishop', 'Queen']",9,"['clearance', 'crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'sacrifice', 'Knight', 'Bishop', 'Queen']"
gjMD6,4r3/p4pkp/1pb2pp1/8/4PQ2/1N3P1q/PP5P/3R2K1 b - - 4 31,h3e6 d1d6 e6e7 d6c6,1743,76,95,7556,advantage endgame interference short Rook,https://lichess.org/caYThVTy/black#Some(61),,"['advantage', 'endgame', 'interference', 'Rook']",4,"['advantage', 'endgame', 'interference', 'Rook']"
PBQcU,4B3/p7/1pK2k2/1P3p2/5P1P/8/4b3/8 b - - 5 54,e2d3 c6b7 f6e7 e8c6,1825,75,93,5192,bishopEndgame clearance crushing defensiveMove endgame short King Bishop,https://lichess.org/ztXjxd32/black#Some(107),,"['clearance', 'crushing', 'defensiveMove', 'endgame', 'King', 'Bishop']",6,"['clearance', 'crushing', 'defensiveMove', 'endgame', 'King', 'Bishop']"
GBERi,8/1p1r1p2/5Q1p/3qp1pk/P6P/5PR1/1P3P1K/3r4 b - - 0 37,d5e6 g3g5 h5h4 g5g4 h4h5 g4h4,1824,75,96,3010,doubleCheck endgame long mate mateIn3 Rook,https://lichess.org/k008BkpX/black#Some(73),,"['doubleCheck', 'endgame', 'mateIn3', 'Rook']",4,"['doubleCheck', 'endgame', 'mateIn3', 'Rook']"
FZOru,8/1q6/p7/2k2R2/P1p5/2P1r1P1/7P/5RK1 b - - 2 44,c5b6 f1b1 b6a7 b1b7,1676,76,92,1977,advantage endgame queenRookEndgame short skewer Rook,https://lichess.org/PDcieeSp/black#Some(87),,"['advantage', 'endgame', 'skewer', 'Rook']",4,"['advantage', 'endgame', 'skewer', 'Rook']"
mtXp4,Rk1r3r/1ppq1ppp/8/1N1n4/1PB2B2/5Q1P/1P3PP1/6K1 b - - 1 20,b8a8 f3a3 a8b8 a3a7 b8c8 a7a8,1778,75,96,10354,long mate mateIn3 middlegame queensideAttack Queen,https://lichess.org/N2RLEcyt/black#Some(39),,"['mateIn3', 'middlegame', 'queensideAttack', 'Queen']",4,"['mateIn3', 'middlegame', 'queensideAttack', 'Queen']"
irZ2K,r5k1/b4q1n/pn3p2/1p1p4/3P2Q1/2P3B1/PP4PP/R6K b - - 2 33,g8f8 g3d6 f8e8 a1e1 e8d8 e1e7 f7e7 d6e7 d8e7 g4g7 e7e6 g7h7,1688,75,93,1837,advantage attraction exposedKing fork middlegame veryLong Bishop Rook Queen,https://lichess.org/wP6keL6r/black#Some(65),,"['advantage', 'attraction', 'exposedKing', 'fork', 'middlegame', 'Bishop', 'Rook', 'Queen']",8,"['advantage', 'attraction', 'exposedKing', 'fork', 'middlegame', 'Bishop', 'Rook', 'Queen']"
KWZx1,4R3/6pk/2p2P1p/3p4/5b2/2P3qr/PP2Q1P1/1R4K1 w - - 0 30,f6g7 h3h1 g1h1 g3h2,1801,74,95,2288,attraction endgame mate mateIn2 sacrifice short Rook Queen,https://lichess.org/U1ZjbwKm#Some(58),,"['attraction', 'endgame', 'mateIn2', 'sacrifice', 'Rook', 'Queen']",6,"['attraction', 'endgame', 'mateIn2', 'sacrifice', 'Rook', 'Queen']"
Ln324,8/p1q2kpp/1p2pp2/3p4/3PnN2/1Q2P2P/PP3PP1/6K1 w - - 0 25,f4d5 c7c1 g1h2 e4f2,1750,76,88,1142,advantage deflection endgame short Queen Knight,https://lichess.org/wb5arZc2#Some(48),,"['advantage', 'deflection', 'endgame', 'Queen', 'Knight']",5,"['advantage', 'deflection', 'endgame', 'Queen', 'Knight']"
p8tug,5r2/7p/4p1pP/2p2kP1/p1P2P2/6K1/5R2/8 b - - 1 42,a4a3 f2e2 a3a2 e2e5,1748,74,95,9091,endgame mate mateIn2 rookEndgame short Rook,https://lichess.org/fE1bizDV/black#Some(83),,"['endgame', 'mateIn2', 'Rook']",3,"['endgame', 'mateIn2', 'Rook']"
07hR4,r3k1nr/ppp2ppp/5q2/2b5/3nP3/2NP1B2/PPP3PP/R1BQK2R w KQkq - 1 10,c1e3 d4f3 d1f3 f6f3 g2f3 c5e3 c3d5 e3b6,1676,74,94,3793,advantage capturingDefender defensiveMove opening veryLong Knight Queen Bishop,https://lichess.org/g27LX8Uo#Some(18),Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation,"['advantage', 'capturingDefender', 'defensiveMove', 'opening', 'Knight', 'Queen', 'Bishop']",7,"['advantage', 'capturingDefender', 'defensiveMove', 'opening', 'Knight', 'Queen', 'Bishop']"
UPeJG,r5rk/1b3R1p/p2p3Q/np1Pp3/8/P5NP/1Pq3BK/R7 b - - 0 25,b7d5 h6f6 g8g7 f6g7,1700,74,95,3393,kingsideAttack mate mateIn2 middlegame short Queen,https://lichess.org/9z9Q0kYG/black#Some(49),,"['kingsideAttack', 'mateIn2', 'middlegame', 'Queen']",4,"['kingsideAttack', 'mateIn2', 'middlegame', 'Queen']"
cmc3s,1nkr3r/pppbn2p/3q1p2/1N1Pp1p1/1PQ1P3/P4N2/5PPP/R3KB1R b KQ - 2 15,d6b6 c4c7 b6c7 b5a7,1771,83,87,1066,deflection mate mateIn2 middlegame queensideAttack sacrifice short smotheredMate Queen Knight,https://lichess.org/hXiEhiLl/black#Some(29),Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense,"['deflection', 'mateIn2', 'middlegame', 'queensideAttack', 'sacrifice', 'Queen', 'Knight']",7,"['deflection', 'mateIn2', 'middlegame', 'queensideAttack', 'sacrifice', 'Queen', 'Knight']"
jT6vV,k5r1/p2p1p1q/BppQp2p/4P1r1/1P2P2p/8/PP3PPP/2R2RK1 w - - 4 22,d6c7 g5g2 g1h1 g2g1 f1g1 h7e4 f2f3 e4f3 g1g2 f3g2,1769,76,93,5519,kingsideAttack mate mateIn5 middlegame sacrifice veryLong Rook Queen,https://lichess.org/1HcA977g#Some(42),,"['kingsideAttack', 'mateIn5', 'middlegame', 'sacrifice', 'Rook', 'Queen']",6,"['kingsideAttack', 'mateIn5', 'middlegame', 'sacrifice', 'Rook', 'Queen']"
Qo47C,4r2r/ppk5/7R/6p1/8/P4Pn1/1PP4P/2K3NR w - - 0 25,h6h8 e8h8 h2h4 g3h1,1777,74,92,1623,advantage endgame short trappedPiece Rook Knight,https://lichess.org/LAdPIKAd#Some(48),,"['advantage', 'endgame', 'trappedPiece', 'Rook', 'Knight']",5,"['advantage', 'endgame', 'trappedPiece', 'Rook', 'Knight']"
ECKz3,2rq1rk1/pp3ppp/1nbP1n2/2p5/6P1/2P1BN2/P1Q2PBP/R2R2K1 w - - 1 20,e3c5 c6f3 g2f3 c8c5,1772,75,94,9431,advantage discoveredAttack middlegame short Bishop Rook,https://lichess.org/Th51O7Zr#Some(38),,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook']",5,"['advantage', 'discoveredAttack', 'middlegame', 'Bishop', 'Rook']"
4Jok6,r1bq1r1k/p6P/1pn1p1Q1/3pP3/3P3b/N1P5/5P1P/1RB1K1R1 b - - 0 19,d8e7 g6g8 f8g8 h7g8q,1692,78,94,16659,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short Queen Pawn,https://lichess.org/9g06yb4N/black#Some(37),French_Defense French_Defense_Wing_Gambit,"['advancedPawn', 'kingsideAttack', 'mateIn2', 'middlegame', 'promotion', 'Queen', 'Pawn']",7,"['advancedPawn', 'kingsideAttack', 'mateIn2', 'middlegame', 'promotion', 'Queen', 'Pawn']"
gruC4,1Rr3k1/p5pp/2r1pp2/3p4/Q7/8/P1P1qPPP/2R3K1 b - - 11 27,g8f7 b8c8 c6c8 a4d7 f7g6 d7c8,1778,75,97,6512,attraction crushing endgame fork long Rook Queen,https://lichess.org/efTYCRwl/black#Some(53),,"['attraction', 'crushing', 'endgame', 'fork', 'Rook', 'Queen']",6,"['attraction', 'crushing', 'endgame', 'fork', 'Rook', 'Queen']"
zFSi2,3Q4/P5pk/5p2/2B1p3/1P5p/5qPP/4nP1K/8 w - - 3 46,a7a8q h4g3 f2g3 f3g3 h2h1 g3h3,1732,75,95,6597,deflection endgame long mate mateIn3 Pawn Queen,https://lichess.org/5aAeZ4nC#Some(90),,"['deflection', 'endgame', 'mateIn3', 'Pawn', 'Queen']",5,"['deflection', 'endgame', 'mateIn3', 'Pawn', 'Queen']"
gv6rm,2b3k1/pp5p/5p2/1P1r1p2/4nB1N/P5P1/4RP1P/6K1 b - - 0 30,d5b5 f2f3 b5b1 g1g2 c8d7 f3e4,1758,75,94,5130,advantage defensiveMove endgame long Pawn King,https://lichess.org/WkO4wK0g/black#Some(59),,"['advantage', 'defensiveMove', 'endgame', 'Pawn', 'King']",5,"['advantage', 'defensiveMove', 'endgame', 'Pawn', 'King']"
OSp3v,r2q1rk1/pp6/4p2p/3pP1p1/3P3n/2P5/PP5P/R1BQ2RK b - - 1 20,d8e8 c1g5 h6g5 g1g5 g8f7 d1h5,1705,75,94,8127,crushing exposedKing kingsideAttack long middlegame Bishop Rook Queen,https://lichess.org/IAawuCiY/black#Some(39),,"['crushing', 'exposedKing', 'kingsideAttack', 'middlegame', 'Bishop', 'Rook', 'Queen']",7,"['crushing', 'exposedKing', 'kingsideAttack', 'middlegame', 'Bishop', 'Rook', 'Queen']"
BT0Yc,r3kb1r/pp2ppp1/8/2p1nR2/3q2N1/6p1/PPPPB1P1/RNBQ2K1 w kq - 1 13,g4e3 h8h1 g1h1 d4h4 h1g1 h4h2 g1f1 h2h1,1712,76,97,7171,attraction kingsideAttack mate mateIn4 opening sacrifice veryLong Rook Queen,https://lichess.org/Bc56Q7Pb#Some(24),Sicilian_Defense Sicilian_Defense_McDonnell_Attack,"['attraction', 'kingsideAttack', 'mateIn4', 'opening', 'sacrifice', 'Rook', 'Queen']",7,"['attraction', 'kingsideAttack', 'mateIn4', 'opening', 'sacrifice', 'Rook', 'Queen']"
u2Rsz,r2qk2r/p1p1ppbp/1p4p1/4P3/2Pn4/P2BBQ1P/1P4P1/R4RK1 w kq - 0 16,e3d4 d8d4 g1h1 e8g8,1798,77,91,2926,advantage castling defensiveMove middlegame short Queen King,https://lichess.org/1TWOTNXr#Some(30),Owen_Defense Owen_Defense_Other_variations,"['advantage', 'castling', 'defensiveMove', 'middlegame', 'Queen', 'King']",6,"['advantage', 'castling', 'defensiveMove', 'middlegame', 'Queen', 'King']"
ZpH7Y,r3r1k1/1bq1bppp/pp2pn2/4n1B1/5P2/2N3P1/PPP1Q1BP/R2R2K1 w - - 0 18,g2b7 e7c5 g1f1 c7b7,1733,75,91,1668,crushing intermezzo middlegame short Bishop Queen,https://lichess.org/cfSNDgWX#Some(34),Sicilian_Defense Sicilian_Defense_Closed,"['crushing', 'intermezzo', 'middlegame', 'Bishop', 'Queen']",5,"['crushing', 'intermezzo', 'middlegame', 'Bishop', 'Queen']"
8izim,r4rk1/2qbbppn/4p2B/1p1pP3/1P1P4/p1p2N2/2B2PPP/R2Q1RK1 b - - 0 22,g7h6 d1d3 f7f5 e5f6 h7f6 d3g6 g8h8 g6h6,1724,73,93,4135,advantage enPassant kingsideAttack middlegame veryLong Queen Pawn,https://lichess.org/wUDlKOcz/black#Some(43),,"['advantage', 'enPassant', 'kingsideAttack', 'middlegame', 'Queen', 'Pawn']",6,"['advantage', 'enPassant', 'kingsideAttack', 'middlegame', 'Queen', 'Pawn']"
HQ3c3,4kr2/1p5R/p5R1/4B3/2qnP3/2P2r2/PP1K2Q1/8 w - - 1 35,e5d4 c4d3 d2c1 f3f1 g2f1 f8f1,1808,77,96,3055,long mate mateIn3 middlegame Queen Rook,https://lichess.org/E9FUX9Uu#Some(68),,"['mateIn3', 'middlegame', 'Queen', 'Rook']",4,"['mateIn3', 'middlegame', 'Queen', 'Rook']"
MNDXs,3rr1k1/pp2bpp1/2p2n1p/7q/2PB4/4QN1P/PP3PP1/3RR1K1 b - - 1 21,e7b4 d4f6 e8e3 d1d8 g8h7 e1e3,1703,75,81,1011,crushing discoveredAttack intermezzo long middlegame Bishop Rook,https://lichess.org/V2mnui2i/black#Some(41),,"['crushing', 'discoveredAttack', 'intermezzo', 'middlegame', 'Bishop', 'Rook']",6,"['crushing', 'discoveredAttack', 'intermezzo', 'middlegame', 'Bishop', 'Rook']"
IEMfY,r7/P4R2/3k1p2/2p2r2/2B5/1P6/2P5/6RK w - - 1 45,g1e1 a8h8 h1g1 h8g8 f7g7 g8g7 g1h2 f5h5,1772,75,92,3300,endgame exposedKing mate mateIn4 veryLong Rook,https://lichess.org/qscPY8os#Some(88),,"['endgame', 'exposedKing', 'mateIn4', 'Rook']",4,"['endgame', 'exposedKing', 'mateIn4', 'Rook']"
BM6iS,8/1b4p1/1p2B1k1/1P1p4/3q4/1p3N2/6PP/r1B2R1K b - - 3 33,d4c4 f3e5 g6h7 e5c4 d5c4 e6c4,1800,76,93,1647,crushing fork long middlegame xRayAttack Knight Bishop,https://lichess.org/YxB4elXf/black#Some(65),,"['crushing', 'fork', 'middlegame', 'xRayAttack', 'Knight', 'Bishop']",6,"['crushing', 'fork', 'middlegame', 'xRayAttack', 'Knight', 'Bishop']"
Zcl0u,6k1/1p3p1p/p1q1pbp1/4n3/2P1p3/PPBrP1NP/2Q2PP1/1R4K1 w - - 6 28,b1d1 d3c3 c2c3 e5f3 g2f3 f6c3 d1d8 g8g7,1822,74,92,2570,advantage discoveredAttack middlegame sacrifice veryLong Rook Knight Bishop King,https://lichess.org/ed6zhI5N#Some(54),,"['advantage', 'discoveredAttack', 'middlegame', 'sacrifice', 'Rook', 'Knight', 'Bishop', 'King']",8,"['advantage', 'discoveredAttack', 'middlegame', 'sacrifice', 'Rook', 'Knight', 'Bishop', 'King']"
YR9j6,4kb1r/2pb1pp1/2Bp3p/q7/3Pn3/2N1BN2/1P3PPP/3QK2R b Kk - 0 14,e4c3 c6d7 e8d7 b2c3,1753,75,90,3021,advantage intermezzo middlegame short Bishop Pawn,https://lichess.org/eHRT0ykd/black#Some(27),Italian_Game Italian_Game_Anti-Fried_Liver_Defense,"['advantage', 'intermezzo', 'middlegame', 'Bishop', 'Pawn']",5,"['advantage', 'intermezzo', 'middlegame', 'Bishop', 'Pawn']"
miZGx,4b1k1/pp5p/5p2/3ppp2/1P3P2/P3K2P/2PPBP2/8 w - - 2 26,h3h4 d5d4 e3d3 e8b5 c2c4 d4c3 d3c2 b5e2,1725,74,96,6405,bishopEndgame crushing deflection discoveredAttack enPassant endgame skewer veryLong Pawn Bishop,https://lichess.org/hoca36aD#Some(50),,"['crushing', 'deflection', 'discoveredAttack', 'enPassant', 'endgame', 'skewer', 'Pawn', 'Bishop']",8,"['crushing', 'deflection', 'discoveredAttack', 'enPassant', 'endgame', 'skewer', 'Pawn', 'Bishop']"
49Mgi,2kr3r/1p3pp1/p2p1n1p/4p3/4Pq2/2N2BBb/PPP5/R2Q1KR1 w - - 8 19,f1f2 f6g4 f2e1 f4e3 c3e2 e3f3,1742,73,97,11777,crushing exposedKing fork interference long middlegame Knight Queen,https://lichess.org/lv1pKmtj#Some(36),Sicilian_Defense Sicilian_Defense_Najdorf_Variation,"['crushing', 'exposedKing', 'fork', 'interference', 'middlegame', 'Knight', 'Queen']",7,"['crushing', 'exposedKing', 'fork', 'interference', 'middlegame', 'Knight', 'Queen']"
3VUWP,2r2rk1/1R3pp1/p3p2p/3nP3/3P4/3B1N2/p2B1PPP/2R3K1 w - - 2 21,b7b2 c8c1 d2c1 a2a1q,1688,76,92,1617,advancedPawn advantage middlegame pin promotion short Rook Pawn,https://lichess.org/tFGI23Ny#Some(40),,"['advancedPawn', 'advantage', 'middlegame', 'pin', 'promotion', 'Rook', 'Pawn']",7,"['advancedPawn', 'advantage', 'middlegame', 'pin', 'promotion', 'Rook', 'Pawn']"
mhu7z,4r1k1/p1n2pp1/1p1P1q1p/2p5/b3N3/5B2/5PPP/2R1Q1K1 b - - 2 25,e8e4 e1e4 f6d6 e4a4,1792,74,93,1753,advantage hangingPiece middlegame short Queen,https://lichess.org/kMrjFlmL/black#Some(49),,"['advantage', 'hangingPiece', 'middlegame', 'Queen']",4,"['advantage', 'hangingPiece', 'middlegame', 'Queen']"
wNbIK,2r5/1KP1k1r1/p2R2P1/5p2/4pP2/P2p3p/7P/6R1 w - - 6 43,b7c8 e7d6 c8b8 g7c7 g6g7 c7g7,1821,74,93,1132,crushing discoveredAttack endgame hangingPiece long rookEndgame King Rook,https://lichess.org/ykHlaIq4#Some(84),,"['crushing', 'discoveredAttack', 'endgame', 'hangingPiece', 'King', 'Rook']",6,"['crushing', 'discoveredAttack', 'endgame', 'hangingPiece', 'King', 'Rook']"
1vQyz,rnb2r2/ppp2Npk/7p/8/4N3/6K1/P1Q2PPP/7q b - - 3 19,f8f7 e4f6 h7h8 c2h7,1796,76,95,13121,doubleCheck mate mateIn2 middlegame short Knight Queen,https://lichess.org/i12IKv0u/black#Some(37),Danish_Gambit_Accepted Danish_Gambit_Accepted_Classical_Defense,"['doubleCheck', 'mateIn2', 'middlegame', 'Knight', 'Queen']",5,"['doubleCheck', 'mateIn2', 'middlegame', 'Knight', 'Queen']"
M64nh,r3k1nr/pbp2ppp/1pn1p3/1B2b3/4PB2/2N5/PPP2PPP/R2K3R w kq - 0 10,f4e5 e8c8 d1c1 c6e5,1751,79,92,3987,advantage castling discoveredAttack middlegame short King Knight,https://lichess.org/0kEdYUQN#Some(18),French_Defense French_Defense_Knight_Variation,"['advantage', 'castling', 'discoveredAttack', 'middlegame', 'King', 'Knight']",6,"['advantage', 'castling', 'discoveredAttack', 'middlegame', 'King', 'Knight']"
WiI9y,1rr3k1/p3ppbp/3p1np1/3P4/4PP2/P1NR4/1P3KPP/1RB5 w - - 3 19,c1d2 c8c3 d2c3 f6e4 f2f3 e4c3,1782,75,96,4196,advantage capturingDefender fork long middlegame pin Rook Knight,https://lichess.org/25D97Sa9#Some(36),,"['advantage', 'capturingDefender', 'fork', 'middlegame', 'pin', 'Rook', 'Knight']",7,"['advantage', 'capturingDefender', 'fork', 'middlegame', 'pin', 'Rook', 'Knight']"
