PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,GoodRowThemesFormatted
VtWna,3r3r/2k1bp2/pNp1b2p/4P3/3p4/1R3QP1/q5PP/2R4K b - - 1 24,a2b3 f3c6 c7b8 c6c7,1277,76,93,7212,mate mateIn2 middlegame short Queen,https://lichess.org/7RFR4Yxm/black#Some(47),,"['mateIn2', 'middlegame', 'Queen']",3,"['mateIn2', 'middlegame', 'Queen']"
BueeY,2k2r1r/1pp1Q3/p2pp3/4p3/4P3/3P2n1/PPP2PPN/R1B2R1K w - - 3 20,h1g1 g3e2 g1h1 h8h2 h1h2 f8h8 c1h6 h8h6 e7h4 h6h4,1341,79,93,8658,anastasiaMate attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong Knight Rook,https://lichess.org/oMRskCKK#Some(38),,"['attraction', 'kingsideAttack', 'mateIn5', 'middlegame', 'sacrifice', 'Knight', 'Rook']",7,"['attraction', 'kingsideAttack', 'mateIn5', 'middlegame', 'sacrifice', 'Knight', 'Rook']"
iZJiz,4nb2/1b4k1/p2p2pp/1p1n1p2/3P4/PN1B2B1/1P3PPP/4N1K1 w - - 2 31,e1c2 f5f4 g3h4 g6g5 h4g5 h6g5,1337,75,96,7050,crushing long middlegame trappedPiece Pawn,https://lichess.org/tXqWBE5m#Some(60),,"['crushing', 'middlegame', 'trappedPiece', 'Pawn']",4,"['crushing', 'middlegame', 'trappedPiece', 'Pawn']"
lm48E,8/8/8/3p1pkb/p1pP1N2/P1P3K1/1P6/8 w - - 2 42,f4h5 g5h5 g3f4 h5g6 f4e5 g6g5 e5d5 f5f4,1295,76,95,12559,crushing defensiveMove endgame veryLong King Pawn,https://lichess.org/KR0Q1ZU8#Some(82),,"['crushing', 'defensiveMove', 'endgame', 'King', 'Pawn']",5,"['crushing', 'defensiveMove', 'endgame', 'King', 'Pawn']"
J3UCV,6k1/p5pp/2p5/3b4/6Q1/8/PPP1prPP/R6K w - - 0 25,a1e1 f2f1 e1f1 e2f1q,1272,75,97,7196,advancedPawn endgame mate mateIn2 promotion short Rook Pawn,https://lichess.org/Lm25KyP4#Some(48),,"['advancedPawn', 'endgame', 'mateIn2', 'promotion', 'Rook', 'Pawn']",6,"['advancedPawn', 'endgame', 'mateIn2', 'promotion', 'Rook', 'Pawn']"
6I0LR,1rb3k1/p2q1pbp/3p1Bp1/2pP4/8/P1Q4P/1PB2PP1/4R1K1 b - - 0 24,g7f6 c3f6 c8b7 e1e7 d7e7 f6e7,1319,75,93,1475,crushing long middlegame Queen Rook,https://lichess.org/q0wWe8Yp/black#Some(47),,"['crushing', 'middlegame', 'Queen', 'Rook']",4,"['crushing', 'middlegame', 'Queen', 'Rook']"
kXHbT,8/8/R7/6pk/5p2/5P1P/p3KP2/r7 w - - 0 40,a6a5 h5h4 a5a6 h4h3,1330,74,91,1143,crushing endgame rookEndgame short King,https://lichess.org/tvDk5Jsj#Some(78),,"['crushing', 'endgame', 'King']",3,"['crushing', 'endgame', 'King']"
Qfqvi,3r2k1/p3r3/1p2bbp1/2p2N1p/2P2P2/6P1/PP4BP/3RR1K1 b - - 1 30,d8d1 f5e7 g8f7 e1d1,1336,77,87,1564,crushing intermezzo middlegame short Knight Rook,https://lichess.org/RPQ7zhTW/black#Some(59),,"['crushing', 'intermezzo', 'middlegame', 'Knight', 'Rook']",5,"['crushing', 'intermezzo', 'middlegame', 'Knight', 'Rook']"
jaTjn,3rkr2/5p2/3p1Qp1/pp1Rp2p/4P3/P7/1Pq2PPP/3R2K1 w - - 0 24,d5d6 c2d1 d6d1 d8d1,1290,76,92,1230,backRankMate endgame mate mateIn2 short xRayAttack Queen Rook,https://lichess.org/UrFNznkY#Some(46),,"['endgame', 'mateIn2', 'xRayAttack', 'Queen', 'Rook']",5,"['endgame', 'mateIn2', 'xRayAttack', 'Queen', 'Rook']"
UeRIG,8/5Q2/4p1p1/p3P3/1kpN2P1/r2rB2P/5P2/2R2K1q w - - 2 40,f1e2 a3a2 d4c2 a2c2 c1c2 h1d1,1282,76,93,12935,long mate mateIn3 middlegame sacrifice Rook Queen,https://lichess.org/Rl7kN93u#Some(78),,"['mateIn3', 'middlegame', 'sacrifice', 'Rook', 'Queen']",5,"['mateIn3', 'middlegame', 'sacrifice', 'Rook', 'Queen']"
bn5vo,2k2b1r/B2r1Qpp/4pn2/8/3P4/1q2P1P1/5P1P/R1R3K1 b - - 4 23,c8d8 a7b6 b3b6 a1a8 b6b8 a8b8,1251,75,95,1466,clearance exposedKing long mate mateIn3 middlegame sacrifice Bishop Rook,https://lichess.org/ixAN6iRJ/black#Some(45),,"['clearance', 'exposedKing', 'mateIn3', 'middlegame', 'sacrifice', 'Bishop', 'Rook']",7,"['clearance', 'exposedKing', 'mateIn3', 'middlegame', 'sacrifice', 'Bishop', 'Rook']"
bEcWx,r3k2r/ppp1qp2/1b2bp1p/3p4/8/P1PP1Q1P/1P2NPP1/R3KB1R w KQkq - 3 14,e2f4 e6g4 f3e3 b6e3,1249,74,97,17412,crushing discoveredAttack middlegame short Bishop,https://lichess.org/6HxgQFWb#Some(26),French_Defense French_Defense_Other_variations,"['crushing', 'discoveredAttack', 'middlegame', 'Bishop']",4,"['crushing', 'discoveredAttack', 'middlegame', 'Bishop']"
HHY3P,2r3k1/p1r2p1p/Pp5q/3P1ppN/2p1P3/2P2QPb/5P1P/R2R2K1 w - - 1 30,e4f5 g5g4 f3f4 h6h5 d5d6 c7d7,1235,76,96,4866,advantage interference long middlegame Pawn Queen Rook,https://lichess.org/TU7Znj6O#Some(58),,"['advantage', 'interference', 'middlegame', 'Pawn', 'Queen', 'Rook']",6,"['advantage', 'interference', 'middlegame', 'Pawn', 'Queen', 'Rook']"
9cDRb,8/5pk1/1p2p2p/p3P3/P2p1Pq1/2bB2P1/4R1K1/7R b - - 5 42,h6h5 h1h4 g7f8 h4g4,1305,74,93,4549,crushing endgame short trappedPiece Rook,https://lichess.org/Zp7PMwVU/black#Some(83),,"['crushing', 'endgame', 'trappedPiece', 'Rook']",4,"['crushing', 'endgame', 'trappedPiece', 'Rook']"
3BsKp,5rk1/pp3Rpp/3R4/3pp3/6Q1/1P6/P1rqN1P1/7K b - - 0 24,f8f7 d6d8 f7f8 g4e6 g8h8 d8f8,1338,76,93,6541,backRankMate deflection endgame long mate mateIn3 Rook Queen,https://lichess.org/cDO7ekpr/black#Some(47),,"['deflection', 'endgame', 'mateIn3', 'Rook', 'Queen']",5,"['deflection', 'endgame', 'mateIn3', 'Rook', 'Queen']"
j4kRl,2r1rnk1/1p1b1pp1/p3p2p/3pP2B/1PqQ1P2/P1NR4/2P3PP/5R1K w - - 5 22,d4e3 d5d4 e3d4 c4d4 d3d4 c8c3,1339,76,95,20726,advantage capturingDefender fork long middlegame Pawn Queen Rook,https://lichess.org/wtpHSgwo#Some(42),,"['advantage', 'capturingDefender', 'fork', 'middlegame', 'Pawn', 'Queen', 'Rook']",7,"['advantage', 'capturingDefender', 'fork', 'middlegame', 'Pawn', 'Queen', 'Rook']"
m8sb8,r2q1rk1/1ppb1pbp/p5p1/3Pp3/1P1nP3/P4NBP/4BPP1/R2Q1RK1 w - - 1 16,g3e5 d4f3 e2f3 g7e5,1237,77,85,1034,crushing intermezzo kingsideAttack middlegame short Knight Bishop,https://lichess.org/Cbkd2ODj#Some(30),Modern_Defense Modern_Defense_Other_variations,"['crushing', 'intermezzo', 'kingsideAttack', 'middlegame', 'Knight', 'Bishop']",6,"['crushing', 'intermezzo', 'kingsideAttack', 'middlegame', 'Knight', 'Bishop']"
kITPo,2kr3r/Qp1qb3/3p3p/3Bp3/4P1nR/3P4/PPP2P2/2KR4 b - - 0 19,e7h4 a7a8 c8c7 a8b7,1298,74,93,4520,mate mateIn2 middlegame queensideAttack short Queen,https://lichess.org/8Wy5As7w/black#Some(37),Italian_Game Italian_Game_Other_variations,"['mateIn2', 'middlegame', 'queensideAttack', 'Queen']",4,"['mateIn2', 'middlegame', 'queensideAttack', 'Queen']"
WdaNz,r1bq1rk1/pp1n1pbp/3pp1p1/2p5/2PnP3/P1NP1N1P/1P2BPP1/1RBQ1RK1 w - - 1 11,c1g5 d4f3 e2f3 d8g5,1238,74,95,10206,crushing kingsideAttack opening short Knight Queen,https://lichess.org/9pAtyIdI#Some(20),Modern_Defense Modern_Defense_Other_variations,"['crushing', 'kingsideAttack', 'opening', 'Knight', 'Queen']",5,"['crushing', 'kingsideAttack', 'opening', 'Knight', 'Queen']"
lyJUU,6k1/5pp1/2n1p1np/1pNpP3/1P1P2PP/2Q5/q2N1P1K/8 w - - 3 38,c5e6 f7e6 c3c6 a2d2 c6e6 g8h7,1261,76,93,14929,crushing defensiveMove endgame hangingPiece long pin Pawn Queen King,https://lichess.org/fY7VJMYo#Some(74),,"['crushing', 'defensiveMove', 'endgame', 'hangingPiece', 'pin', 'Pawn', 'Queen', 'King']",8,"['crushing', 'defensiveMove', 'endgame', 'hangingPiece', 'pin', 'Pawn', 'Queen', 'King']"
isCp5,6rk/6rp/p3pQ2/1p1pPpP1/2pP1R2/P5q1/1P5R/7K b - - 4 37,g3f4 h2h7 h8h7 f6h6,1260,76,96,17003,attraction endgame mate mateIn2 pin sacrifice short Rook Queen,https://lichess.org/Sn9okmYI/black#Some(73),,"['attraction', 'endgame', 'mateIn2', 'pin', 'sacrifice', 'Rook', 'Queen']",7,"['attraction', 'endgame', 'mateIn2', 'pin', 'sacrifice', 'Rook', 'Queen']"
jOGbH,r4rk1/p2qppb1/1p1pb1pp/1Q6/3nN3/5N2/PP2BPPP/R1B2RK1 w - - 0 17,b5d7 d4e2 g1h1 e6d7,1305,76,91,2268,advantage hangingPiece intermezzo middlegame short Knight Bishop,https://lichess.org/vPDvvOg5#Some(32),Mieses_Opening Mieses_Opening_Other_variations,"['advantage', 'hangingPiece', 'intermezzo', 'middlegame', 'Knight', 'Bishop']",6,"['advantage', 'hangingPiece', 'intermezzo', 'middlegame', 'Knight', 'Bishop']"
QrOcA,r1q2rk1/pp3ppp/2p2n2/2P1b3/1P1Np3/1Q2P1Pb/PB2BP2/3RK2R b K - 5 18,h3e6 d4e6 c8e6 b3e6 f7e6 b2e5,1242,78,89,6588,advantage capturingDefender long middlegame Knight Queen Bishop,https://lichess.org/lAJjrDl0/black#Some(35),Polish_Opening Polish_Opening_Other_variations,"['advantage', 'capturingDefender', 'middlegame', 'Knight', 'Queen', 'Bishop']",6,"['advantage', 'capturingDefender', 'middlegame', 'Knight', 'Queen', 'Bishop']"
8SDKq,4r3/p4p1p/2p3pk/6q1/1PPQ4/5P2/P3r1PP/R2R2K1 w - - 1 26,d4g4 g5e3 g1h1 e2e1 d1e1 e3e1 a1e1 e8e1,1374,75,97,22021,backRankMate endgame mate mateIn4 sacrifice veryLong Queen Rook,https://lichess.org/ydXA8nvB#Some(50),,"['endgame', 'mateIn4', 'sacrifice', 'Queen', 'Rook']",5,"['endgame', 'mateIn4', 'sacrifice', 'Queen', 'Rook']"
OgrJG,1Q1b4/8/4P3/2p2p1p/p1p5/2P3P1/1P1K3p/6k1 w - - 0 44,b8d6 d8g5 d2c2 h2h1q,1264,76,72,1076,advancedPawn crushing endgame promotion short Bishop Pawn,https://lichess.org/OWcrBzM0#Some(86),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Bishop', 'Pawn']",6,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Bishop', 'Pawn']"
H0ge4,r3r2k/1b3p1P/6p1/p2q2P1/1p3Q2/1P1p1R2/P2K2P1/8 b - - 6 38,a8d8 f4f6 h8h7 f3h3 h7g8 h3h8,1253,74,97,1815,endgame exposedKing long mate mateIn3 Queen Rook,https://lichess.org/IApYSpp7/black#Some(75),,"['endgame', 'exposedKing', 'mateIn3', 'Queen', 'Rook']",5,"['endgame', 'exposedKing', 'mateIn3', 'Queen', 'Rook']"
7sh72,r1q5/5k1r/pp6/3pBpp1/3Pn3/2p1PR2/PPP1Q2P/2K4R w - - 0 27,h1f1 c3b2 c1b2 c8c3,1255,76,96,8381,advancedPawn attraction crushing middlegame queensideAttack short Pawn Queen,https://lichess.org/5HKnNwf1#Some(52),,"['advancedPawn', 'attraction', 'crushing', 'middlegame', 'queensideAttack', 'Pawn', 'Queen']",7,"['advancedPawn', 'attraction', 'crushing', 'middlegame', 'queensideAttack', 'Pawn', 'Queen']"
OG9Hp,1k2r2r/pppq1p2/1P6/2P2b1p/3p1p2/PQ1P4/4BPPP/1R2R1K1 b - - 0 22,f5e6 b6a7 b8a7 b3b7,1345,74,93,1279,advancedPawn attraction discoveredAttack mate mateIn2 middlegame queensideAttack short Pawn Queen,https://lichess.org/EV2u03DJ/black#Some(43),,"['advancedPawn', 'attraction', 'discoveredAttack', 'mateIn2', 'middlegame', 'queensideAttack', 'Pawn', 'Queen']",8,"['advancedPawn', 'attraction', 'discoveredAttack', 'mateIn2', 'middlegame', 'queensideAttack', 'Pawn', 'Queen']"
fzSfL,k1r2q2/1Qp1R3/p2nRp2/2Np4/P2P4/2P5/1P3Pr1/1K6 b - - 0 32,d6b7 e6a6 a8b8 c5d7,1377,74,93,6399,mate mateIn2 middlegame queensideAttack short Rook Knight,https://lichess.org/XthdNY28/black#Some(63),,"['mateIn2', 'middlegame', 'queensideAttack', 'Rook', 'Knight']",5,"['mateIn2', 'middlegame', 'queensideAttack', 'Rook', 'Knight']"
uqvEs,1r4k1/pN1R1rpp/2p1pbn1/4p3/4P3/2P2NP1/PP4PP/5R1K w - - 3 24,f1d1 b8b7 d7b7 f7b7,1311,75,98,4406,advantage middlegame short xRayAttack Rook,https://lichess.org/JsOfAumn#Some(46),,"['advantage', 'middlegame', 'xRayAttack', 'Rook']",4,"['advantage', 'middlegame', 'xRayAttack', 'Rook']"
r4Kgk,6k1/3b1p2/2p1pB1r/4Q1p1/Pq1P2P1/2R5/5PKP/8 b - - 6 38,b4c3 e5b8 d7c8 b8c8 g8h7 c8h8 h7g6 h8g7,1229,80,97,18962,endgame mate mateIn4 veryLong Queen,https://lichess.org/XoW03kgo/black#Some(75),,"['endgame', 'mateIn4', 'Queen']",3,"['endgame', 'mateIn4', 'Queen']"
cJXg0,8/8/8/3R4/1b1P1P2/2p1P1P1/1k4K1/8 w - - 0 44,d5d7 c3c2 d7c7 b4c3,1337,75,96,13486,advancedPawn advantage clearance endgame short Pawn Bishop,https://lichess.org/EA3xUdhY#Some(86),,"['advancedPawn', 'advantage', 'clearance', 'endgame', 'Pawn', 'Bishop']",6,"['advancedPawn', 'advantage', 'clearance', 'endgame', 'Pawn', 'Bishop']"
KG2bc,8/3P4/R5pk/4K3/4P3/pN6/3r3p/8 w - - 0 49,a6d6 d2d6 e5d6 h2h1q d7d8q h1d1,1237,77,91,1287,advancedPawn advantage endgame long promotion Rook Pawn Queen,https://lichess.org/hLsD9W7z#Some(96),,"['advancedPawn', 'advantage', 'endgame', 'promotion', 'Rook', 'Pawn', 'Queen']",7,"['advancedPawn', 'advantage', 'endgame', 'promotion', 'Rook', 'Pawn', 'Queen']"
TKmju,1r2k3/Q3n3/2pqpp2/2p4p/2PpP2N/3P2rb/PP1N1P2/R3R1K1 w - - 0 23,g1h1 h3g2 h4g2 g3h3 h1g1 d6h2,1255,75,94,4907,clearance crushing exposedKing kingsideAttack long middlegame sacrifice Bishop Rook Queen,https://lichess.org/cW5rgcUT#Some(44),,"['clearance', 'crushing', 'exposedKing', 'kingsideAttack', 'middlegame', 'sacrifice', 'Bishop', 'Rook', 'Queen']",9,"['clearance', 'crushing', 'exposedKing', 'kingsideAttack', 'middlegame', 'sacrifice', 'Bishop', 'Rook', 'Queen']"
kUaZB,r1b2r2/1pp2pk1/p3p3/3p3R/8/P3P1P1/1nB1KPP1/7R b - - 2 20,f7f6 h5h7 g7g8 h7h8 g8f7 h1h7 f7e8 c2g6 e8d8 h8f8,1300,75,95,7538,deflection mate mateIn5 middlegame veryLong Rook Bishop,https://lichess.org/pvseR0P2/black#Some(39),,"['deflection', 'mateIn5', 'middlegame', 'Rook', 'Bishop']",5,"['deflection', 'mateIn5', 'middlegame', 'Rook', 'Bishop']"
3AMod,r1b2rk1/1p1p1Npn/pq4np/3QP3/2p2P2/1BP5/P1P3PP/R1B2R1K b - - 1 16,c4b3 f7h6 g8h8 d5g8 f8g8 h6f7,1324,83,91,3655,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate Knight Queen,https://lichess.org/0xCBfzqV/black#Some(31),Italian_Game Italian_Game_Anti-Fried_Liver_Defense,"['doubleCheck', 'kingsideAttack', 'mateIn3', 'middlegame', 'sacrifice', 'Knight', 'Queen']",7,"['doubleCheck', 'kingsideAttack', 'mateIn3', 'middlegame', 'sacrifice', 'Knight', 'Queen']"
s6AlG,6k1/pp4rp/1q3p2/3P4/Q3p2p/4P1Pb/PP3P2/2R3K1 b - - 1 30,h3d7 c1c8 g8f7 a4d7 f7g6 d7g4,1375,76,97,5421,crushing endgame interference long Rook Queen,https://lichess.org/kQV2xKXc/black#Some(59),,"['crushing', 'endgame', 'interference', 'Rook', 'Queen']",5,"['crushing', 'endgame', 'interference', 'Rook', 'Queen']"
ChZI8,r4rk1/pppnqpp1/3bpn1p/3pN3/3P1B2/2PBP2P/PP3PP1/R2QK2R b KQ - 2 12,d7e5 d4e5 d6e5 f4e5,1304,75,92,4174,advantage fork middlegame short Pawn Bishop,https://lichess.org/Thr43n7x/black#Some(23),Queens_Pawn_Game Queens_Pawn_Game_Anti-Torre,"['advantage', 'fork', 'middlegame', 'Pawn', 'Bishop']",5,"['advantage', 'fork', 'middlegame', 'Pawn', 'Bishop']"
IxHHP,r3kb1r/pp1npppp/2pp1n2/q5B1/3PP1b1/2NQ1N2/PPP2PPP/R3KB1R w KQkq - 4 7,e1c1 g4f3 d3f3 a5g5,1363,75,96,10967,capturingDefender crushing middlegame short Bishop Queen,https://lichess.org/3dRcBSU8#Some(12),Zukertort_Opening Zukertort_Opening_Wade_Defense,"['capturingDefender', 'crushing', 'middlegame', 'Bishop', 'Queen']",5,"['capturingDefender', 'crushing', 'middlegame', 'Bishop', 'Queen']"
AyUDW,r4r1k/4Nppp/4b3/p2pP3/2pQ4/P6R/1PP2PPq/1K6 b - - 0 23,h2g2 h3h7 h8h7 d4h4,1249,75,89,3168,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short Rook Queen,https://lichess.org/5HkjJgWQ/black#Some(45),,"['attraction', 'kingsideAttack', 'mateIn2', 'middlegame', 'sacrifice', 'Rook', 'Queen']",7,"['attraction', 'kingsideAttack', 'mateIn2', 'middlegame', 'sacrifice', 'Rook', 'Queen']"
Rb6Eo,rnbq1rkR/pp1nb1p1/2p1p3/3pP1P1/2PP4/2N5/PP3PP1/R1BQK3 b Q - 2 12,g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,1327,79,92,1379,kingsideAttack mate mateIn5 opening veryLong Queen Pawn,https://lichess.org/S6NpbxrN/black#Some(23),Semi-Slav_Defense Semi-Slav_Defense_Marshall_Gambit,"['kingsideAttack', 'mateIn5', 'opening', 'Queen', 'Pawn']",5,"['kingsideAttack', 'mateIn5', 'opening', 'Queen', 'Pawn']"
RCKUQ,1r6/k1p1q2r/PpQp4/1B1Pp3/5pp1/3P4/1P3PP1/R5K1 b - - 3 38,e7h4 c6b7 b8b7 a6b7 a7b7 b5c6 b7c8 a1a8,1323,75,93,15971,advancedPawn attraction discoveredAttack endgame mate mateIn4 sacrifice veryLong Queen Pawn Bishop Rook,https://lichess.org/5nFXGH8t/black#Some(75),,"['advancedPawn', 'attraction', 'discoveredAttack', 'endgame', 'mateIn4', 'sacrifice', 'Queen', 'Pawn', 'Bishop', 'Rook']",10,"['advancedPawn', 'attraction', 'discoveredAttack', 'endgame', 'mateIn4', 'sacrifice', 'Queen', 'Pawn', 'Bishop', 'Rook']"
etXwc,2kr4/ppp2q1p/6p1/1BN1pp2/2R3P1/4P3/P3Q2P/6K1 w - - 4 28,e2g2 d8d1 g1f2 d1d2 f2f1 d2g2,1315,77,93,13468,advantage endgame long skewer Rook,https://lichess.org/ha8aDqx9#Some(54),,"['advantage', 'endgame', 'skewer', 'Rook']",4,"['advantage', 'endgame', 'skewer', 'Rook']"
q9rk9,r1bq1rk1/2p2ppp/p2p4/1p1Nn3/4PN2/3P4/PPP3PP/R2Q1RK1 w - - 1 14,d1h5 c8g4 h5g4 e5g4,1342,74,93,5838,crushing middlegame short trappedPiece Bishop Knight,https://lichess.org/Uulsu6Lq#Some(26),Bishops_Opening Bishops_Opening_Other_variations,"['crushing', 'middlegame', 'trappedPiece', 'Bishop', 'Knight']",5,"['crushing', 'middlegame', 'trappedPiece', 'Bishop', 'Knight']"
H1bDO,6k1/pbb2p1p/1p4p1/1P1pP1P1/P2P3P/4P3/5R2/6K1 b - - 0 34,g8f8 e5e6 f7f5 g5f6,1336,75,98,1995,crushing enPassant endgame pin short Pawn,https://lichess.org/otvArV91/black#Some(67),,"['crushing', 'enPassant', 'endgame', 'pin', 'Pawn']",5,"['crushing', 'enPassant', 'endgame', 'pin', 'Pawn']"
